INDPRO_IRF_q50,UNRATE_IRF_q50,CPIAUCSL_IRF_q50,CRBPI_IRF_q50,EBP_IRF_q50,GS1_IRF_q50,INDPRO_IRF_q05,UNRATE_IRF_q05,CPIAUCSL_IRF_q05,CRBPI_IRF_q05,EBP_IRF_q05,GS1_IRF_q05,INDPRO_IRF_q95,UNRATE_IRF_q95,CPIAUCSL_IRF_q95,CRBPI_IRF_q95,EBP_IRF_q95,GS1_IRF_q95
-1.59916404889147,0.314091143933988,-0.578148913117199,-0.656827001547201,0.0297910498951662,0.0720277484456125,-2.51421473059817,0.155201368385389,-0.961198913376015,-3.20192695495124,-0.0757872022610106,-0.176463993112679,-0.864145887190286,0.520009210487363,-0.288871985531937,1.63546770481496,0.134735232617632,0.37804643475198
-1.58803907064067,0.314735422609335,-0.596196406225851,-0.561072969525486,0.0283638707284039,0.0451750730223111,-2.52118905877335,0.149995137138079,-0.983987496893234,-3.1059461192602,-0.0696229502009623,-0.19650885972685,-0.834501743305266,0.527683094312828,-0.291596352484207,1.78875844938435,0.131950989457475,0.359932416953401
-1.57247044551497,0.3131677679903,-0.614449342334652,-0.459932111646078,0.0269931111340584,0.0244451515862354,-2.50083198176501,0.141267767461932,-1.00977930881549,-3.01887008509313,-0.0639877071854045,-0.211753696888587,-0.786172827534033,0.528084967131875,-0.307698835259207,1.87314888755196,0.125741506951348,0.336861552005988
-1.55258927075464,0.3097851351376,-0.631936657012681,-0.355119397657448,0.0250415639633684,0.0088214102163254,-2.4910809398598,0.134592340959304,-1.03581519088866,-2.89808322401308,-0.0633646914579053,-0.231483694950793,-0.741383874130437,0.532574160378825,-0.320576238265588,2.02988901911345,0.122452616307565,0.326658240658125
-1.52898090103615,0.304879400473215,-0.647582269448096,-0.248976019456007,0.0222591436432921,-0.00265445062862918,-2.48306699354836,0.125722528566203,-1.06592884950169,-2.84172600019517,-0.0643971519186421,-0.24566076448785,-0.691031518031367,0.534248007449542,-0.323898894290195,2.1802288781621,0.118654936201672,0.307256675549103
-1.50250613395268,0.298633839637725,-0.661130619897315,-0.144536001227076,0.0187475363157488,-0.0109420125961723,-2.4958075745736,0.113007020632053,-1.09726340891483,-2.78437280044798,-0.0651194514276545,-0.250593539358364,-0.64196548001497,0.530472623112098,-0.332241691581408,2.29875234563622,0.112336735147993,0.285049899849589
-1.47381990758873,0.291227446300231,-0.672973732365859,-0.0451869764960254,0.0147373206003929,-0.0176356540233594,-2.48476572478013,0.0975261637302599,-1.12333755231947,-2.72580453029281,-0.0698261837400885,-0.256658823452258,-0.609682140917264,0.53242671782138,-0.348133180088676,2.40756608716202,0.106887670949546,0.296332496750233
-1.44349222712207,0.282910117685829,-0.683714837797127,0.0479059996768385,0.0104683560460859,-0.0235694794197366,-2.47567864201473,0.0830900364380437,-1.14648651783248,-2.58588284566554,-0.0739006160662873,-0.255659842904638,-0.563919956917147,0.528688544332461,-0.356816279658758,2.50177970805657,0.0960841038395189,0.282074210734344
-1.41206614926383,0.273886654503484,-0.693855002161196,0.135742934289946,0.0061507072420966,-0.0286676500306621,-2.45202761012453,0.0706445668189116,-1.16606417939287,-2.42169447839082,-0.0723762090752295,-0.258137605418812,-0.535135334673229,0.525116048603024,-0.365180164878074,2.63016589774943,0.0876100277305723,0.26763244629861
-1.37972817275006,0.264279140723775,-0.703552766259806,0.219414531588664,0.0019413922799051,-0.0325114498549769,-2.44072897422392,0.0628589205119566,-1.18514432399921,-2.2581761878495,-0.077842263789381,-0.257677257194104,-0.482660422445584,0.518442274192882,-0.370970496310712,2.67463643290018,0.0826859221780487,0.258952938526983
-1.34653364193644,0.254163492725093,-0.712763144239468,0.299816849252956,-0.00207846872604887,-0.034595423367165,-2.41559335503739,0.0483101627073774,-1.20535141344776,-2.14537174032677,-0.0763044687300847,-0.257001159452727,-0.461560796644672,0.514733096430454,-0.37581526941475,2.79686030368384,0.0793250827398934,0.246603184712424
